40.05185545,79.46223396
43.23448388,149.3218865
46.4171123,244.2255654
49.59974072,329.9024977
68.69551126,422.9608273
89.38259601,500.3776246
111.660995,561.170301
146.6699076,501.4960181
181.6788203,532.4116105
216.6877329,558.7737435
246.922703,597.4781479
262.8358451,660.7472671
270.7924161,727.9707064
293.3890779,798.6212229
289.8881867,838.6916651
323.3057851,699.6314134
345.5841841,646.248094
372.6365257,583.4582862
407.6454383,560.211678
442.654351,532.4116105
477.6632637,512.0408713
512.6721763,498.620149
547.681089,516.1150191
582.6900016,525.7012493
617.6989143,501.0167066
652.7078269,522.8253803
687.7167396,508.6856907
722.7256522,515.6357076
757.7345649,531.4529874
792.7434776,538.4030043
827.7523902,559.253055
862.7613029,578.9048269
897.7702155,619.1669937
932.7791282,605.0273042
956.6488414,550.6853618
975.7446119,480.8257093
1002.399125,401.7393102
1028.894507,371.5546679
1063.266894,336.1335473
1098.275806,292.0368884
1120.554205,281.5719205
1416.538649,40.63800169
1451.547561,27.21727942
1486.556474,20.26726254
1521.565386,21.46554131
1548.617728,19.1222406
